dates,category,value,year,month,category2,heat
1967-07-20,max_temp,28.2,1967,7,1994년_이전,정상
1967-07-21,max_temp,32.8,1967,7,1994년_이전,정상
1967-07-22,max_temp,30,1967,7,1994년_이전,정상
1967-07-23,max_temp,27,1967,7,1994년_이전,정상
1967-07-24,max_temp,33.9,1967,7,1994년_이전,폭염
1967-07-25,max_temp,35,1967,7,1994년_이전,폭염
1967-07-26,max_temp,35,1967,7,1994년_이전,폭염
1967-07-27,max_temp,32.6,1967,7,1994년_이전,정상
1967-07-28,max_temp,32.7,1967,7,1994년_이전,정상
1967-07-29,max_temp,32.2,1967,7,1994년_이전,정상
1967-07-30,max_temp,31,1967,7,1994년_이전,정상
1967-07-31,max_temp,32.8,1967,7,1994년_이전,정상
1967-08-01,max_temp,31.2,1967,8,1994년_이전,정상
1967-08-02,max_temp,31.6,1967,8,1994년_이전,정상
1967-08-03,max_temp,27,1967,8,1994년_이전,정상
1967-08-04,max_temp,32.2,1967,8,1994년_이전,정상
1967-08-05,max_temp,32.6,1967,8,1994년_이전,정상
1967-08-06,max_temp,31.1,1967,8,1994년_이전,정상
1967-08-07,max_temp,31.8,1967,8,1994년_이전,정상
1967-08-08,max_temp,32.8,1967,8,1994년_이전,정상
1967-08-09,max_temp,33.6,1967,8,1994년_이전,폭염
1967-08-10,max_temp,31.2,1967,8,1994년_이전,정상
1967-08-11,max_temp,30.1,1967,8,1994년_이전,정상
1967-08-12,max_temp,29.2,1967,8,1994년_이전,정상
1967-08-13,max_temp,30.5,1967,8,1994년_이전,정상
1967-08-14,max_temp,32.5,1967,8,1994년_이전,정상
1967-08-15,max_temp,27.4,1967,8,1994년_이전,정상
1967-08-16,max_temp,26,1967,8,1994년_이전,정상
1967-08-17,max_temp,30.9,1967,8,1994년_이전,정상
1967-08-18,max_temp,29.4,1967,8,1994년_이전,정상
1967-08-19,max_temp,29.1,1967,8,1994년_이전,정상
1967-08-20,max_temp,31.4,1967,8,1994년_이전,정상
1967-08-21,max_temp,32.4,1967,8,1994년_이전,정상
1967-08-22,max_temp,32.4,1967,8,1994년_이전,정상
1967-08-23,max_temp,29.8,1967,8,1994년_이전,정상
1967-08-24,max_temp,31.6,1967,8,1994년_이전,정상
1967-08-25,max_temp,32.2,1967,8,1994년_이전,정상
1967-08-26,max_temp,29.4,1967,8,1994년_이전,정상
1967-08-27,max_temp,30.5,1967,8,1994년_이전,정상
1967-08-28,max_temp,27.5,1967,8,1994년_이전,정상
1967-08-29,max_temp,28.2,1967,8,1994년_이전,정상
1967-08-30,max_temp,28.7,1967,8,1994년_이전,정상
1967-08-31,max_temp,29.8,1967,8,1994년_이전,정상
1968-07-01,max_temp,31.3,1968,7,1994년_이전,정상
1968-07-02,max_temp,31.8,1968,7,1994년_이전,정상
1968-07-03,max_temp,24.6,1968,7,1994년_이전,정상
1968-07-04,max_temp,22,1968,7,1994년_이전,정상
1968-07-05,max_temp,23.6,1968,7,1994년_이전,정상
1968-07-06,max_temp,28.5,1968,7,1994년_이전,정상
1968-07-07,max_temp,24.8,1968,7,1994년_이전,정상
1968-07-08,max_temp,26.9,1968,7,1994년_이전,정상
1968-07-09,max_temp,28.8,1968,7,1994년_이전,정상
1968-07-10,max_temp,29.5,1968,7,1994년_이전,정상
1968-07-11,max_temp,29.6,1968,7,1994년_이전,정상
1968-07-12,max_temp,30.1,1968,7,1994년_이전,정상
1968-07-13,max_temp,31.8,1968,7,1994년_이전,정상
1968-07-14,max_temp,26.6,1968,7,1994년_이전,정상
1968-07-15,max_temp,26.6,1968,7,1994년_이전,정상
1968-07-16,max_temp,24.4,1968,7,1994년_이전,정상
1968-07-17,max_temp,26.4,1968,7,1994년_이전,정상
1968-07-18,max_temp,25.3,1968,7,1994년_이전,정상
1968-07-19,max_temp,25.1,1968,7,1994년_이전,정상
1968-07-20,max_temp,26.2,1968,7,1994년_이전,정상
1968-07-21,max_temp,29.8,1968,7,1994년_이전,정상
1968-07-22,max_temp,29.6,1968,7,1994년_이전,정상
1968-07-23,max_temp,30.4,1968,7,1994년_이전,정상
1968-07-24,max_temp,29.7,1968,7,1994년_이전,정상
1968-07-25,max_temp,31.2,1968,7,1994년_이전,정상
1968-07-26,max_temp,30.6,1968,7,1994년_이전,정상
1968-07-27,max_temp,34.2,1968,7,1994년_이전,폭염
1968-07-28,max_temp,33,1968,7,1994년_이전,폭염
1968-07-29,max_temp,32.4,1968,7,1994년_이전,정상
1968-07-30,max_temp,30.2,1968,7,1994년_이전,정상
1968-07-31,max_temp,29.8,1968,7,1994년_이전,정상
1968-08-01,max_temp,32.1,1968,8,1994년_이전,정상
1968-08-02,max_temp,33.7,1968,8,1994년_이전,폭염
1968-08-03,max_temp,34,1968,8,1994년_이전,폭염
1968-08-04,max_temp,33.6,1968,8,1994년_이전,폭염
1968-08-05,max_temp,32.2,1968,8,1994년_이전,정상
1968-08-06,max_temp,29.1,1968,8,1994년_이전,정상
1968-08-07,max_temp,28.8,1968,8,1994년_이전,정상
1968-08-08,max_temp,29.3,1968,8,1994년_이전,정상
1968-08-09,max_temp,30,1968,8,1994년_이전,정상
1968-08-10,max_temp,30.9,1968,8,1994년_이전,정상
1968-08-11,max_temp,31.3,1968,8,1994년_이전,정상
1968-08-12,max_temp,30,1968,8,1994년_이전,정상
1968-08-13,max_temp,30.9,1968,8,1994년_이전,정상
1968-08-14,max_temp,31.2,1968,8,1994년_이전,정상
1968-08-15,max_temp,25.8,1968,8,1994년_이전,정상
1968-08-16,max_temp,27.4,1968,8,1994년_이전,정상
1968-08-17,max_temp,29,1968,8,1994년_이전,정상
1968-08-18,max_temp,30.4,1968,8,1994년_이전,정상
1968-08-19,max_temp,28.1,1968,8,1994년_이전,정상
1968-08-20,max_temp,25.9,1968,8,1994년_이전,정상
1968-08-21,max_temp,30.5,1968,8,1994년_이전,정상
1968-08-22,max_temp,24.6,1968,8,1994년_이전,정상
1968-08-23,max_temp,27.4,1968,8,1994년_이전,정상
1968-08-24,max_temp,29.2,1968,8,1994년_이전,정상
1968-08-25,max_temp,29.5,1968,8,1994년_이전,정상
1968-08-26,max_temp,29.7,1968,8,1994년_이전,정상
1968-08-27,max_temp,29.1,1968,8,1994년_이전,정상
1968-08-28,max_temp,32.2,1968,8,1994년_이전,정상
1968-08-29,max_temp,27.6,1968,8,1994년_이전,정상
1968-08-30,max_temp,25.8,1968,8,1994년_이전,정상
1968-08-31,max_temp,26.3,1968,8,1994년_이전,정상
1969-07-01,max_temp,28.4,1969,7,1994년_이전,정상
1969-07-02,max_temp,29.2,1969,7,1994년_이전,정상
1969-07-03,max_temp,31.5,1969,7,1994년_이전,정상
1969-07-04,max_temp,32.3,1969,7,1994년_이전,정상
1969-07-05,max_temp,25.2,1969,7,1994년_이전,정상
1969-07-06,max_temp,31.4,1969,7,1994년_이전,정상
1969-07-07,max_temp,26,1969,7,1994년_이전,정상
1969-07-08,max_temp,19.1,1969,7,1994년_이전,정상
1969-07-09,max_temp,29.4,1969,7,1994년_이전,정상
1969-07-10,max_temp,25.6,1969,7,1994년_이전,정상
1969-07-11,max_temp,24.7,1969,7,1994년_이전,정상
1969-07-12,max_temp,27,1969,7,1994년_이전,정상
1969-07-13,max_temp,27.4,1969,7,1994년_이전,정상
1969-07-14,max_temp,28,1969,7,1994년_이전,정상
1969-07-15,max_temp,24,1969,7,1994년_이전,정상
1969-07-16,max_temp,23.4,1969,7,1994년_이전,정상
1969-07-17,max_temp,30.1,1969,7,1994년_이전,정상
1969-07-18,max_temp,25.9,1969,7,1994년_이전,정상
1969-07-19,max_temp,25.4,1969,7,1994년_이전,정상
1969-07-20,max_temp,27.8,1969,7,1994년_이전,정상
1969-07-21,max_temp,28.5,1969,7,1994년_이전,정상
1969-07-22,max_temp,28,1969,7,1994년_이전,정상
1969-07-23,max_temp,30.7,1969,7,1994년_이전,정상
1969-07-24,max_temp,29.3,1969,7,1994년_이전,정상
1969-07-25,max_temp,28,1969,7,1994년_이전,정상
1969-07-26,max_temp,27.5,1969,7,1994년_이전,정상
1969-07-27,max_temp,30.2,1969,7,1994년_이전,정상
1969-07-28,max_temp,29,1969,7,1994년_이전,정상
1969-07-29,max_temp,28.4,1969,7,1994년_이전,정상
1969-07-30,max_temp,27.7,1969,7,1994년_이전,정상
1969-07-31,max_temp,30,1969,7,1994년_이전,정상
1969-08-01,max_temp,26.1,1969,8,1994년_이전,정상
1969-08-02,max_temp,24.7,1969,8,1994년_이전,정상
1969-08-03,max_temp,24.8,1969,8,1994년_이전,정상
1969-08-04,max_temp,29.6,1969,8,1994년_이전,정상
1969-08-05,max_temp,30.2,1969,8,1994년_이전,정상
1969-08-06,max_temp,26.7,1969,8,1994년_이전,정상
1969-08-07,max_temp,29.2,1969,8,1994년_이전,정상
1969-08-08,max_temp,29.3,1969,8,1994년_이전,정상
1969-08-09,max_temp,30.7,1969,8,1994년_이전,정상
1969-08-10,max_temp,29.7,1969,8,1994년_이전,정상
1969-08-11,max_temp,30.7,1969,8,1994년_이전,정상
1969-08-12,max_temp,28,1969,8,1994년_이전,정상
1969-08-13,max_temp,27.4,1969,8,1994년_이전,정상
1969-08-14,max_temp,30,1969,8,1994년_이전,정상
1969-08-15,max_temp,30.5,1969,8,1994년_이전,정상
1969-08-16,max_temp,32.2,1969,8,1994년_이전,정상
1969-08-17,max_temp,32.9,1969,8,1994년_이전,정상
1969-08-18,max_temp,31.3,1969,8,1994년_이전,정상
1969-08-19,max_temp,27.8,1969,8,1994년_이전,정상
1969-08-20,max_temp,30.6,1969,8,1994년_이전,정상
1969-08-21,max_temp,31.6,1969,8,1994년_이전,정상
1969-08-22,max_temp,29.3,1969,8,1994년_이전,정상
1969-08-23,max_temp,28.2,1969,8,1994년_이전,정상
1969-08-24,max_temp,28.2,1969,8,1994년_이전,정상
1969-08-25,max_temp,28,1969,8,1994년_이전,정상
1969-08-26,max_temp,28.2,1969,8,1994년_이전,정상
1969-08-27,max_temp,27.4,1969,8,1994년_이전,정상
1969-08-28,max_temp,28.2,1969,8,1994년_이전,정상
1969-08-29,max_temp,30.6,1969,8,1994년_이전,정상
1969-08-30,max_temp,28.2,1969,8,1994년_이전,정상
1969-08-31,max_temp,25.9,1969,8,1994년_이전,정상
1970-07-01,max_temp,25,1970,7,1994년_이전,정상
1970-07-02,max_temp,29.4,1970,7,1994년_이전,정상
1970-07-03,max_temp,26,1970,7,1994년_이전,정상
1970-07-04,max_temp,21.4,1970,7,1994년_이전,정상
1970-07-05,max_temp,22.4,1970,7,1994년_이전,정상
1970-07-06,max_temp,19.2,1970,7,1994년_이전,정상
1970-07-07,max_temp,27.4,1970,7,1994년_이전,정상
1970-07-08,max_temp,26.8,1970,7,1994년_이전,정상
1970-07-09,max_temp,20.2,1970,7,1994년_이전,정상
1970-07-10,max_temp,25,1970,7,1994년_이전,정상
1970-07-11,max_temp,27.9,1970,7,1994년_이전,정상
1970-07-12,max_temp,26.8,1970,7,1994년_이전,정상
1970-07-13,max_temp,29,1970,7,1994년_이전,정상
1970-07-14,max_temp,30,1970,7,1994년_이전,정상
1970-07-15,max_temp,29.2,1970,7,1994년_이전,정상
1970-07-16,max_temp,22.7,1970,7,1994년_이전,정상
1970-07-17,max_temp,23.7,1970,7,1994년_이전,정상
1970-07-18,max_temp,22.2,1970,7,1994년_이전,정상
1970-07-19,max_temp,28,1970,7,1994년_이전,정상
1970-07-20,max_temp,26.1,1970,7,1994년_이전,정상
1970-07-21,max_temp,32.2,1970,7,1994년_이전,정상
1970-07-22,max_temp,28.7,1970,7,1994년_이전,정상
1970-07-23,max_temp,31.8,1970,7,1994년_이전,정상
1970-07-24,max_temp,28.8,1970,7,1994년_이전,정상
1970-07-25,max_temp,28.2,1970,7,1994년_이전,정상
1970-07-26,max_temp,29.6,1970,7,1994년_이전,정상
1970-07-27,max_temp,29.3,1970,7,1994년_이전,정상
1970-07-28,max_temp,26.9,1970,7,1994년_이전,정상
1970-07-29,max_temp,25.3,1970,7,1994년_이전,정상
1970-07-30,max_temp,27,1970,7,1994년_이전,정상
1970-07-31,max_temp,25.8,1970,7,1994년_이전,정상
1970-08-01,max_temp,30.2,1970,8,1994년_이전,정상
1970-08-02,max_temp,29,1970,8,1994년_이전,정상
1970-08-03,max_temp,27.4,1970,8,1994년_이전,정상
1970-08-04,max_temp,30.5,1970,8,1994년_이전,정상
1970-08-05,max_temp,26.7,1970,8,1994년_이전,정상
1970-08-06,max_temp,23.4,1970,8,1994년_이전,정상
1970-08-07,max_temp,31.1,1970,8,1994년_이전,정상
1970-08-08,max_temp,32.4,1970,8,1994년_이전,정상
1970-08-09,max_temp,32.2,1970,8,1994년_이전,정상
1970-08-10,max_temp,33,1970,8,1994년_이전,폭염
1970-08-11,max_temp,33.8,1970,8,1994년_이전,폭염
1970-08-12,max_temp,35,1970,8,1994년_이전,폭염
1970-08-13,max_temp,33.9,1970,8,1994년_이전,폭염
1970-08-14,max_temp,33.4,1970,8,1994년_이전,폭염
1970-08-15,max_temp,32,1970,8,1994년_이전,정상
1970-08-16,max_temp,31,1970,8,1994년_이전,정상
1970-08-17,max_temp,27.2,1970,8,1994년_이전,정상
1970-08-18,max_temp,28.8,1970,8,1994년_이전,정상
1970-08-19,max_temp,30.2,1970,8,1994년_이전,정상
1970-08-20,max_temp,32,1970,8,1994년_이전,정상
1970-08-21,max_temp,33.8,1970,8,1994년_이전,폭염
1970-08-22,max_temp,31.8,1970,8,1994년_이전,정상
1970-08-23,max_temp,31.9,1970,8,1994년_이전,정상
1970-08-24,max_temp,27.4,1970,8,1994년_이전,정상
1970-08-25,max_temp,27,1970,8,1994년_이전,정상
1970-08-26,max_temp,28.3,1970,8,1994년_이전,정상
1970-08-27,max_temp,24.3,1970,8,1994년_이전,정상
1970-08-28,max_temp,25.5,1970,8,1994년_이전,정상
1970-08-29,max_temp,30.8,1970,8,1994년_이전,정상
1970-08-30,max_temp,27.4,1970,8,1994년_이전,정상
1970-08-31,max_temp,25.6,1970,8,1994년_이전,정상
1971-07-01,max_temp,26.4,1971,7,1994년_이전,정상
1971-07-02,max_temp,25.3,1971,7,1994년_이전,정상
1971-07-03,max_temp,26.5,1971,7,1994년_이전,정상
1971-07-04,max_temp,28.8,1971,7,1994년_이전,정상
1971-07-05,max_temp,28.7,1971,7,1994년_이전,정상
1971-07-06,max_temp,29.2,1971,7,1994년_이전,정상
1971-07-07,max_temp,26.2,1971,7,1994년_이전,정상
1971-07-08,max_temp,25,1971,7,1994년_이전,정상
1971-07-09,max_temp,27.8,1971,7,1994년_이전,정상
1971-07-10,max_temp,24.6,1971,7,1994년_이전,정상
1971-07-11,max_temp,25.3,1971,7,1994년_이전,정상
1971-07-12,max_temp,27.3,1971,7,1994년_이전,정상
1971-07-13,max_temp,30,1971,7,1994년_이전,정상
1971-07-14,max_temp,27.2,1971,7,1994년_이전,정상
1971-07-15,max_temp,28.1,1971,7,1994년_이전,정상
1971-07-16,max_temp,28,1971,7,1994년_이전,정상
1971-07-17,max_temp,28.3,1971,7,1994년_이전,정상
1971-07-18,max_temp,28.8,1971,7,1994년_이전,정상
1971-07-19,max_temp,25.5,1971,7,1994년_이전,정상
1971-07-20,max_temp,25.5,1971,7,1994년_이전,정상
1971-07-21,max_temp,23.3,1971,7,1994년_이전,정상
1971-07-22,max_temp,29.4,1971,7,1994년_이전,정상
1971-07-23,max_temp,28.8,1971,7,1994년_이전,정상
1971-07-24,max_temp,28.9,1971,7,1994년_이전,정상
1971-07-25,max_temp,25.2,1971,7,1994년_이전,정상
1971-07-26,max_temp,26,1971,7,1994년_이전,정상
1971-07-27,max_temp,30.8,1971,7,1994년_이전,정상
1971-07-28,max_temp,28,1971,7,1994년_이전,정상
1971-07-29,max_temp,25.9,1971,7,1994년_이전,정상
1971-07-30,max_temp,26.9,1971,7,1994년_이전,정상
1971-07-31,max_temp,32,1971,7,1994년_이전,정상
1971-08-01,max_temp,31.2,1971,8,1994년_이전,정상
1971-08-02,max_temp,33.2,1971,8,1994년_이전,폭염
1971-08-03,max_temp,33.2,1971,8,1994년_이전,폭염
1971-08-04,max_temp,31.7,1971,8,1994년_이전,정상
1971-08-05,max_temp,26.1,1971,8,1994년_이전,정상
1971-08-06,max_temp,28.9,1971,8,1994년_이전,정상
1971-08-07,max_temp,30.2,1971,8,1994년_이전,정상
1971-08-08,max_temp,30.9,1971,8,1994년_이전,정상
1971-08-09,max_temp,32.2,1971,8,1994년_이전,정상
1971-08-10,max_temp,26.8,1971,8,1994년_이전,정상
1971-08-11,max_temp,27.3,1971,8,1994년_이전,정상
1971-08-12,max_temp,28.5,1971,8,1994년_이전,정상
1971-08-13,max_temp,30,1971,8,1994년_이전,정상
1971-08-14,max_temp,28.5,1971,8,1994년_이전,정상
1971-08-15,max_temp,27.7,1971,8,1994년_이전,정상
1971-08-16,max_temp,28.6,1971,8,1994년_이전,정상
1971-08-17,max_temp,27.2,1971,8,1994년_이전,정상
1971-08-18,max_temp,23.6,1971,8,1994년_이전,정상
1971-08-19,max_temp,20.3,1971,8,1994년_이전,정상
1971-08-20,max_temp,24.9,1971,8,1994년_이전,정상
1971-08-21,max_temp,27.8,1971,8,1994년_이전,정상
1971-08-22,max_temp,23.1,1971,8,1994년_이전,정상
1971-08-23,max_temp,27.2,1971,8,1994년_이전,정상
1971-08-24,max_temp,29.2,1971,8,1994년_이전,정상
1971-08-25,max_temp,26.8,1971,8,1994년_이전,정상
1971-08-26,max_temp,27.3,1971,8,1994년_이전,정상
1971-08-27,max_temp,28.2,1971,8,1994년_이전,정상
1971-08-28,max_temp,32.1,1971,8,1994년_이전,정상
1971-08-29,max_temp,32.4,1971,8,1994년_이전,정상
1971-08-30,max_temp,31.8,1971,8,1994년_이전,정상
1971-08-31,max_temp,28.4,1971,8,1994년_이전,정상
1972-07-01,max_temp,28.4,1972,7,1994년_이전,정상
1972-07-02,max_temp,32.8,1972,7,1994년_이전,정상
1972-07-03,max_temp,24.8,1972,7,1994년_이전,정상
1972-07-04,max_temp,22.8,1972,7,1994년_이전,정상
1972-07-05,max_temp,30.7,1972,7,1994년_이전,정상
1972-07-06,max_temp,31.6,1972,7,1994년_이전,정상
1972-07-07,max_temp,25.2,1972,7,1994년_이전,정상
1972-07-08,max_temp,24.6,1972,7,1994년_이전,정상
1972-07-09,max_temp,25.8,1972,7,1994년_이전,정상
1972-07-10,max_temp,24.8,1972,7,1994년_이전,정상
1972-07-11,max_temp,28.2,1972,7,1994년_이전,정상
1972-07-12,max_temp,30.6,1972,7,1994년_이전,정상
1972-07-13,max_temp,30.6,1972,7,1994년_이전,정상
1972-07-14,max_temp,31.2,1972,7,1994년_이전,정상
1972-07-15,max_temp,32.2,1972,7,1994년_이전,정상
1972-07-16,max_temp,23.4,1972,7,1994년_이전,정상
1972-07-17,max_temp,30.6,1972,7,1994년_이전,정상
1972-07-18,max_temp,33.3,1972,7,1994년_이전,폭염
1972-07-19,max_temp,32.8,1972,7,1994년_이전,정상
1972-07-20,max_temp,35.6,1972,7,1994년_이전,폭염
1972-07-21,max_temp,35.2,1972,7,1994년_이전,폭염
1972-07-22,max_temp,34.6,1972,7,1994년_이전,폭염
1972-07-23,max_temp,34.2,1972,7,1994년_이전,폭염
1972-07-24,max_temp,30,1972,7,1994년_이전,정상
1972-07-25,max_temp,26.4,1972,7,1994년_이전,정상
1972-07-26,max_temp,30.2,1972,7,1994년_이전,정상
1972-07-27,max_temp,29.8,1972,7,1994년_이전,정상
1972-07-28,max_temp,33.8,1972,7,1994년_이전,폭염
1972-07-29,max_temp,32.9,1972,7,1994년_이전,정상
1972-07-30,max_temp,32.4,1972,7,1994년_이전,정상
1972-07-31,max_temp,31.8,1972,7,1994년_이전,정상
1972-08-01,max_temp,29.9,1972,8,1994년_이전,정상
1972-08-02,max_temp,29.2,1972,8,1994년_이전,정상
1972-08-03,max_temp,27.1,1972,8,1994년_이전,정상
1972-08-04,max_temp,26.3,1972,8,1994년_이전,정상
1972-08-05,max_temp,29,1972,8,1994년_이전,정상
1972-08-06,max_temp,27.6,1972,8,1994년_이전,정상
1972-08-07,max_temp,26.3,1972,8,1994년_이전,정상
1972-08-08,max_temp,27.6,1972,8,1994년_이전,정상
1972-08-09,max_temp,23.6,1972,8,1994년_이전,정상
1972-08-10,max_temp,25.9,1972,8,1994년_이전,정상
1972-08-11,max_temp,28.4,1972,8,1994년_이전,정상
1972-08-12,max_temp,28.8,1972,8,1994년_이전,정상
1972-08-13,max_temp,28.2,1972,8,1994년_이전,정상
1972-08-14,max_temp,30.6,1972,8,1994년_이전,정상
1972-08-15,max_temp,30.3,1972,8,1994년_이전,정상
1972-08-16,max_temp,30.4,1972,8,1994년_이전,정상
1972-08-17,max_temp,32.1,1972,8,1994년_이전,정상
1972-08-18,max_temp,24.2,1972,8,1994년_이전,정상
1972-08-19,max_temp,20,1972,8,1994년_이전,정상
1972-08-20,max_temp,28.3,1972,8,1994년_이전,정상
1972-08-21,max_temp,29.1,1972,8,1994년_이전,정상
1972-08-22,max_temp,29.3,1972,8,1994년_이전,정상
1972-08-23,max_temp,29.3,1972,8,1994년_이전,정상
1972-08-24,max_temp,28.4,1972,8,1994년_이전,정상
1972-08-25,max_temp,22.9,1972,8,1994년_이전,정상
1972-08-26,max_temp,28.9,1972,8,1994년_이전,정상
1972-08-27,max_temp,24,1972,8,1994년_이전,정상
1972-08-28,max_temp,25,1972,8,1994년_이전,정상
1972-08-29,max_temp,22.6,1972,8,1994년_이전,정상
1972-08-30,max_temp,23.2,1972,8,1994년_이전,정상
1972-08-31,max_temp,23,1972,8,1994년_이전,정상
1973-07-01,max_temp,28,1973,7,1994년_이전,정상
1973-07-02,max_temp,29.4,1973,7,1994년_이전,정상
1973-07-03,max_temp,31.8,1973,7,1994년_이전,정상
1973-07-04,max_temp,28.6,1973,7,1994년_이전,정상
1973-07-05,max_temp,32.1,1973,7,1994년_이전,정상
1973-07-06,max_temp,30.2,1973,7,1994년_이전,정상
1973-07-07,max_temp,30.6,1973,7,1994년_이전,정상
1973-07-08,max_temp,31.8,1973,7,1994년_이전,정상
1973-07-09,max_temp,32.2,1973,7,1994년_이전,정상
1973-07-10,max_temp,31.6,1973,7,1994년_이전,정상
1973-07-11,max_temp,31.1,1973,7,1994년_이전,정상
1973-07-12,max_temp,32.3,1973,7,1994년_이전,정상
1973-07-13,max_temp,29.2,1973,7,1994년_이전,정상
1973-07-14,max_temp,27,1973,7,1994년_이전,정상
1973-07-15,max_temp,31.2,1973,7,1994년_이전,정상
1973-07-16,max_temp,31.7,1973,7,1994년_이전,정상
1973-07-17,max_temp,34.4,1973,7,1994년_이전,폭염
1973-07-18,max_temp,34.5,1973,7,1994년_이전,폭염
1973-07-19,max_temp,29.4,1973,7,1994년_이전,정상
1973-07-20,max_temp,33.3,1973,7,1994년_이전,폭염
1973-07-21,max_temp,29.8,1973,7,1994년_이전,정상
1973-07-22,max_temp,32.2,1973,7,1994년_이전,정상
1973-07-23,max_temp,33.4,1973,7,1994년_이전,폭염
1973-07-24,max_temp,32.9,1973,7,1994년_이전,정상
1973-07-25,max_temp,32.9,1973,7,1994년_이전,정상
1973-07-26,max_temp,32.6,1973,7,1994년_이전,정상
1973-07-27,max_temp,30.3,1973,7,1994년_이전,정상
1973-07-28,max_temp,31.9,1973,7,1994년_이전,정상
1973-07-29,max_temp,30.4,1973,7,1994년_이전,정상
1973-07-30,max_temp,30.2,1973,7,1994년_이전,정상
1973-07-31,max_temp,31.3,1973,7,1994년_이전,정상
